exercice,article_2025,meilleur_match_2024,score_similarite,diagnostic
2025,"Ce dernier est tenu de la retourner à l'administration fiscale, via le système",partir du système informwatique de l'administration fiscale.,0.7319,CONTINUITÉ
2025,"d'information dédié, dans les délais de déclaration fixés, après l'avoir, le cas échéant,",l'exercice précédant celui auquel la déclaration se rapporte ;,0.6793,RUPTURE
2025,"L'administration fiscalwe conserve son droit de procéder à des contrôles et ajustements,",de l'administration fiscale est affecté ainsi qu'il suit :,0.6898,RUPTURE
2025,"conformément aux dispositions du présent code, notamment celles des articles L 2 bis",Article L 6 bis. - Nonobstant les dispositions de l'article L 6 du présent Code et sous,0.8121,CONTINUITÉ
2025,Article L 2. wquater- (1) En cas de défaillance déclarative d'un contribuable sur une,Article L 121 (nouveau).- (1) Le contribuable qui conteste le bien-fondé ou le montant d'une,0.8039,CONTINUITÉ
2025,"période de trois (03) années consécutives, celui-ci est radié d'office du fichier des",durée considérable entre la fin de la période,0.6321,RUPTURE
2025,w(2) La radiation visée à l'alinéa premier ci-dessus n'emporte pas,"Soustraction, dissimulation ou rétention de tout ou partie d'un aéronef impliqué dans 2.000.000 frs à",0.5087,RUPTURE
2025,"extinction des dettes fiscales antérieures, ni des sanctions encourues pour les",bénéficié d'un sursis de paiement ou d'un moratoire sur sa dette fiscale.,0.7781,CONTINUITÉ
2025,manquements constatés au cours de la période d'inactivité.,"programme statistique, il est apparu un défaut",0.6819,RUPTURE
2025,(3) La radiation d'office du fichier des contribuables fait l'objet,"radioélectriques, la quote-part de la redevance d'utilisation des adresses, préfixes et des",0.6625,RUPTURE
2025,d'une notification au tribunal territorialement compétent aux fins de procéder à la,document de navigabilité ou aux règles relatives au maintien en état de validité de,0.6747,RUPTURE
2025,radiation du Registre du Commerce et du Crédit Mobilier (RCCM).,"radioélectriques, la quote-part de la redevance d'utilisation des adresses, préfixes et des",0.5946,RUPTURE
2025,Article L 3.- (1) Tout contribuable qui s'est abstenu de souscrire sa déclaration dans,Article L 3.- Tout contribuable qui s'est abstenu cde souscrire sa déclaration dans les délais,0.9048,CONTINUITÉ
2025,les délais prévus par la loi fait l'objet d'une lettre de relance valant mise en demeure,prévus par la loi fait l'objet d'une lettre de relance valant mise en demeure de déclarer. Il,0.8134,CONTINUITÉ
2025,"de déclarer. Il dispose alors d'un délai de sept (07) jours pour régulariser sa situation,","dispose alors d'un délai de sept (07) jours pour régulariser sa situation, à compter de la",0.969,CONTINUITÉ
2025,"à compter de la réception de la lettre, le cachet de la poste ou le bordereau de","réception de la lettre, le cachet de la poste our le bordereau de décharge, en cas de remise en",0.8526,CONTINUITÉ
2025,"décharge, en cas de remise en mains propres, faisant foi.","en mains propres avec accusé de réception ou par bordereau de décharge, un avis de",0.6651,RUPTURE
2025,LEGISLATIVE '· ATUTORY AFF�lRS CARO 1'10 .. SERVICE,"SERVICE O S U E FI C CH R I E ER T A .. R - IA . T � , IF ET RE ,, G A L l E M '"" E ' N ""' T AI �",0.6461,RUPTURE
2025,"A défaut, et sans préjudices des sanctions susceptibles de s'appliquer, les bases","Sans préjudice du rappel des impositions éludées, assorti des pénalités et des",0.745,CONTINUITÉ
2025,d'imposition peuvent être déterminées d'office par l'Administration fiscale dans les,contribuable est délivrée au contribuable par l'Administration fiscale.,0.8508,CONTINUITÉ
2025,(2) La mise en demeure de déclarer visée à l'alinéa premier ci-dessus,(2) La déclaration visée à l'alinéa 1er comprend notamment:,0.8067,CONTINUITÉ
2025,peut être notifiée par tout moyen de communication publique jugé approprié par,programmes sont destinés à un public déterminé qui y accède moyennant une,0.6329,RUPTURE
2025,"l'administration fiscale, notamment par voie de presse, d'affichage public ou de","des administrations publiques, du secteur privé,",0.7586,CONTINUITÉ
2025,Article L 6. ter.- (1) Toute entreprise astreinte à l'obligation de certification de ses,"certification, une attestation, une autorisation ou un agrément quelconque dans le cadre de",0.7358,CONTINUITÉ
2025,"états financiers, en application des dispositions de l'Acte uniforme OHADA relatif au",loi portant régime financier de l’Etat procède,0.7795,CONTINUITÉ
2025,"droit des Sociétés Commerciales et du Groupement d'intérêt Economique, est tenue","par le groupe d'entreprises multinationales, sous réserve que les conditions",0.7485,CONTINUITÉ
2025,d'annexer à sa déclaration statistique et fiscale une attestation de certification desdits,"Contributions annuelles des autorités de certification accréditées, les",0.7806,CONTINUITÉ
2025,états dûment délivrée par le commissaire aux comptes. habilité.,"- les rapports du commissaire aux comptes, à compter de leur notification à",0.7548,CONTINUITÉ
2025,(2) Le non-respect de l'obligcation visée à l'alinéa premier ci-dessus,"« Principe de la simultanéité, de l’impartialité,",0.7489,CONTINUITÉ
2025,"entraîne l'application d'une amende de 50 millions de FCFA, insusceptible de remise,",(2) L'amende visée à l'alinéa premier ci-dessus est portée à FCFA cinquante millions,0.8149,CONTINUITÉ
2025,sans préjudice de la responsabilité encourue par le commissaire aux comptes.,"- les rapports du commissaire aux comptes, à compter de leur notification à",0.6716,RUPTURE
2025,A l'exception du cas particulier de certains droits qui seront précisés par voie,(2) Le non-respect des modalités de fractionnement des droits par le,0.7837,CONTINUITÉ
2025,"réglementaire, le paiement des impôts et taxes susvisés se fait suivant les modalités","réglementaire, la Taxe sur la Valeur Ajoutée est retenue à la source, lors du règlement des",0.8829,CONTINUITÉ
2025,- par virement bancaire ou par voie électronique ;,"également être effectuées par voie électronique. Dans ce cas, l'Avis de Mise en Recouvrement",0.6591,RUPTURE
2025,- en espèces exclusivement auprès des guichets des banques ou des agents,qui ouvrent des comptes financiers auprès des institutions financières sont tenues de,0.7362,CONTINUITÉ
2025,financiers agréés pour les localités ne disposant pas d'agences bancaires.,celles liées à la finance locale ne tient pas au exploitées pour des besoins au niveau local.,0.655,RUPTURE
2025,"Pour le cas spécifique des entreprises relevant d'une unité de gestion spécialisée,","(3) Toutefois, les entreprises relevant d'une unité de gestion spécialisée, sont tenues de",0.9015,CONTINUITÉ
2025,notamment les structures en charge de la gestion des moyennes et des grandes,"gestion, qui sont soumis à plusieurs contrôles,",0.7863,CONTINUITÉ
2025,"entreprises, les impôts, droits, taxes et redevances dont le montant est supérieur à","ARTICLE QUATRIÈME. -Les impôts, droits, taxes, contributions, redevances, autres produits",0.8389,CONTINUITÉ
2025,100 000 FCFA sont acquittées obligatoirement par télépaiement.,réglementaires dont le coût unitaire est de FCFA 100 000,0.7202,CONTINUITÉ
2025,"présent article, les droits de mutation par décès peuvent, le cas échéant, être acquittés",(1) Il est instauré une amnistie pour les mutations immobilières présentées à la formalité,0.5892,RUPTURE
2025,"en tout ou en partie, par voie de dation en paiement, dans les conditions fixées par un","au Trésor. Dans ce cas, le montant à payer peut faire l'objet d'un",0.8549,CONTINUITÉ
2025,la dépendance ou qui possèdent le contrôle d'entreprisces situées au Cameroun ou,dépendance ou qui possèdent le contrôle d'entreprises situées au Cameroun ou hors du,0.895,CONTINUITÉ
2025,"des conditions fixées ci-dessous, doivent tenir à la disposition de l'administration",- Un cadre adéquat pour la - Proportion d’administrations et,0.7658,CONTINUITÉ
2025,"fiscale, à la date de commencement de la vérification de comptabilité, sous format","dans le cadre d'une vérification générale de comptabilité, lorsque les impositions ont été",0.8293,CONTINUITÉ
2025,"électronique, une documentation leur permecttant de justifier la politique de prix",documentation leur permettant de justifier la politique de prix pratiquée dans le cadre des,0.8161,CONTINUITÉ
2025,pratiquée dans le cadre des transactions de toute nature réalisées avec des,compétent dans les conditions et délais appliqués aux autres transactions. Ces,0.7649,CONTINUITÉ
2025,- réaliser un chiffre d'affaires annuel hors taxes ou détenir un actif brut d'un,- réaliser un chiffre d'affaires annuel hors taxes ou détenir un actif brut d'un montant égal ou,0.9862,CONTINUITÉ
2025,montant égal ou supérieur à un milliard (1 000 000 000) FCFA ;,w) de FCFA cinquante millions (50 000 000) à FCFA trois cents millions (300 000,0.8436,CONTINUITÉ
2025,"- détenir à la clôture de l'exercice, directement ou indirectement, plus de 25% du","- détenir à la clôture de l'exercice, directement ou indirectement, plus de 25% du capital",0.8957,CONTINUITÉ
2025,capital social ou des droits de vote d'une entreprise établie au Cameroun ou,social ou des droits de vote d'une entreprise établie au Cameroun ou hors du Cameroun,0.9204,CONTINUITÉ
2025,hors du Cameroun dont le chiffre d'affaires annuel hors taxes ou l'actif brut est,physique ayant au Cameroun son domicile fiscal en raison de l'ensemble de ses revenus,0.877,CONTINUITÉ
2025,supéwrieur ou égal à un milliard (1 000 000 000) FCFA.,amende de 1 million FCFA par titulaire de compte. Le fait pour un titulaire de compte ou,0.8421,CONTINUITÉ
2025,- être détenue directement ou indirectement à la clôture de l'exercice à plus de,"- détenir à la clôture de l'exercice, directement ou indirectement, plus de 25% du capital",0.6625,RUPTURE
2025,"25% du capital social ou des droits de vote, par une entreprise établie au",1. lorsque l'une détient directement ou par personne interposée 25 % du capital social de,0.8398,CONTINUITÉ
2025,wCameroun ou hors du Cameroun dont le chiffre d'affaires annuel hors taxes ou,physique ayant au Cameroun son domicile fiscal en raison de l'ensemble de ses revenus,0.8235,CONTINUITÉ
2025,l'actif brut est supérieur à un milliard (1 000 000 000) FCFA.,amende de 1 million FCFA par titulaire de compte. Le fait pour un titulaire de compte ou,0.8068,CONTINUITÉ
2025,(2) Le contenu et le format de la documentation relative aux,et définitions utilisés dans les publications,0.719,CONTINUITÉ
2025,"prix de transfert qui ne substitue pas aux justificatifs afférents à chaque transaction,","effectifs des paiements y relatifs, la méthode de détermination des prix de transfert",0.8122,CONTINUITÉ
2025,(3) Si la documentation requise n'est pas remise aux agents de,"Refus de communiquer aux autorités chargées d'enquêter, les enregistrements, les",0.6864,RUPTURE
2025,l'administration fiscale ou ne l'est que partiellement à la date de commencement de la,"fixées ci-dessous, doivent tenir à la disposition de l'administration fiscale, à la date de",0.7724,CONTINUITÉ
2025,"vérification de comptabilité, l'administration fiscale adresse à l'entreprise concernée",vérification de comptabilité ou de vérification de situation fiscale d'ensemble.,0.8691,CONTINUITÉ
2025,une mise en demeure de la produire ou de la compléter dans un délai de quinze (15),de rattachement dans un délai de quinze (15) jours:,0.7426,CONTINUITÉ
2025,"jours francs, en précisant la nature des documents et compléments attendus. Cette","documents opérationnels, notamment des La concertation permanente avec les",0.7057,CONTINUITÉ
2025,mise en demeure doit indiquer les sanctions applicables en l'absence de réponse ou,"contestée desdites impositions, dans les conditions ci-après :",0.6798,RUPTURE
2025,Article L 20 bis.- (1) Les redressements fiscaux sont de la compétence exclusive de,"Article L 104 ter.- Sans préjudice du rappel des impositions éludées, assortie des",0.7726,CONTINUITÉ
2025,l'Administration fiscale. Tout . autre organisme public de contrôle des comptes,"comptables publics et assimilés lors du règlement des factures payées sur le budget de l'État,",0.7542,CONTINUITÉ
2025,"financiers et sociaux autre que l'Administration fiscale, qui constate à l'occasion de ses","régime financier de l’Etat. En effet, ces lois",0.854,CONTINUITÉ
2025,"missions de contrôle, des infractions à la législation fiscale, doit en informer d'office",- la délivrance des attestationps d'exonération et de prise en charge des impôts et,0.7931,CONTINUITÉ
2025,l'administration fiscale. Celle-ci engage immédiatement une opération de contrôle,seront opérationnalisés dans le plan de suivi,0.6787,RUPTURE
2025,fiscal dans les conditions fixées par le Code Général des Impôts.,(4) Les arriérés fiscaux dont le règlement se fait par la procédure de,0.7568,CONTINUITÉ
2025,"(2) Lorsque dans l'exercice normal de leurs missions, les services",des services et assurer la Taux de réalisation des,0.6676,RUPTURE
2025,fiscaux constatent des cas de fraudes ou de manquements aux avantages fiscaux,financiers à des fins fiscales. Ils doivent également communiquer l'absence de,0.7456,CONTINUITÉ
2025,"concédés, ou de non-respect aux engagements pris dans le cadre de l'agrément à un",être considéré comme étant de se soustraire à une obligation imposée par les,0.7685,CONTINUITÉ
2025,"régime dérogatoire ou spécifique, il est immédiatement procédé à la suspension",doivent avoir été obligatoirement acquittées.,0.5699,RUPTURE
2025,desdits avantages et au rappel des droits selon les modalités prévues par le présent,protection des droits de vio.lence réglés sur les,0.8036,CONTINUITÉ
2025,"Code, sans préjudice des autres sanctions prévues par la réglementation en vigueur.",Les dispositions en vigueur sont précisées par voie règlementaire.,0.6734,RUPTURE
2025,"Article L 40.- (1) Dans le cadre d'une vérification de comptabilité, les opérations de","dans le cadre d'une vérification générale de comptabilité, lorsque les impositions ont été",0.7519,CONTINUITÉ
2025,"contrôle sur place dans l'entreprise ne pecuvent excéder trois (03) mois, sauf",échéancier qui ne saurait dépasser trois mois ;,0.7452,CONTINUITÉ
2025,circonstances exceptionnelles dûment motivées.,"plus nécessiteux, et d’identifier le niveau de",0.6895,RUPTURE
2025,Ce délai est prorogé de neuf (09) mois danrs les cas ci-après,"dispose alors d'un délai de sept (07) jours pour régulariser sa situation, à compter de la",0.66,RUPTURE
2025,(3) La notification au contribuable d'une demande de production des,(3) L'émission et la notification au contribuable de l'Avis de Mise en Recouvrement peuvent,0.7716,CONTINUITÉ
2025,"documents wou renseignements suspend les délais de contrôle susmentionnés, à","l'autorité saisie ou, en cas de silence, après l'expiration du délai imparti à cette dernière pour",0.7007,CONTINUITÉ
2025,compter de la date de ladite notification. La computation des délais reprend soit à la,jours à compter de la date de la réception de la demande. L'absence de réponse de,0.7446,CONTINUITÉ
2025,"date de présentation des documents ou informations requis par l'Administration, soit à",jours à compter de la date de la réception de la demande. L'absence de réponse de,0.7065,CONTINUITÉ
2025,la date de constatation de la carence sur procès-verbal signé conjointement par,sa date de signature. Cette durée est ramenée à un (01) mois lorsque le contribuable a,0.663,RUPTURE
2025,"Article L 41 bis. - (1) Nonobstant les dispositions des articles L 9, L 10, L 1 1, L 12, L","Article L 41 bis. - (1) Nonobstant les dispositions des articles L 9, L 10, L 11, L 12, L 16 et L",0.9894,CONTINUITÉ
2025,exercice un taux de progression des impôts et taxes à versements spontanés au moins,des impôts et taxes à versements spontanés au moins égal à 25% par rapport à l'exercice,0.8554,CONTINUITÉ
2025,égal à 20% par rapport à l'exercice précédent.,dé 'à soumis à un droit d'accises au taux de 25%,0.6112,RUPTURE
2025,"Article L 71.- Les dépositaires, détenteurs ou débiteurs de sommes appartenant ou",Article L 121 (nouveau).- (1) Le contribuable qui conteste le bien-fondé ou le montant d'une,0.8142,CONTINUITÉ
2025,"devant revenir aux redevables d'impôts, de pénalités et de frais accessoires dont le",exonérées des pénalités et toutes autres majorations fiscales.,0.8372,CONTINUITÉ
2025,"recouvrement est garanti par le privilège du Trésor sont tenus, sur demande qui leur",être considéré comme étant de se soustraire à une obligation imposée par les,0.6597,RUPTURE
2025,"en est faite sous forme d'avis à tiers détenteur, notifié par le Receveur des impôts, de",d'imposition au droit d'accises est déterminée après application d'un abattement de,0.751,CONTINUITÉ
2025,concurrence des impositions dues par ces redevables.,en Recouvrement partiel constate les impositions acceptées en principal ainsi que les,0.7678,CONTINUITÉ
2025,Le tiers détenteur dès réception de l'avis à tiers détenteur est tenu de communiquer à,à toute tentative de différer l'exécution du droit de communication ou de l'avis à tiers détenteur.,0.7381,CONTINUITÉ
2025,"l'administration fiscale, dans un delai maxirmal de soixante-douze (72) heures, le solde","jours ouvrables qui suivent le début de ses activités, et de fournir à l'Administration fiscale un",0.7269,CONTINUITÉ
2025,du compte du contribuable objet des poursuites. Ledit solde mentionné sur l'accusé de,desquels ce contribuable a été soumis à l'lmpôt sur le Revenu des Personnes Physiques au,0.8685,CONTINUITÉ
2025,réception remis à l'administration fpiscale est immédiatement affecté au règlement de,- avant la mise en recouvrement suivant une procédure de contrôle ;,0.6341,RUPTURE
2025,Article L 76.- Les Receveurs des impôts peuvent procéder au blocage des comptes,"(2) Nonobstant les dispositions de l'alinéa 1er ci-dessus, l'attestation de conformité fiscale peut",0.7849,CONTINUITÉ
2025,"bancaires du contribuable, sans préjudice des sanctions prévues par ailleurs en cas",loi portant régime financier de l’Etat procède,0.7487,CONTINUITÉ
2025,"de non-règlement à l'échéance, et après une mise en demeure, des sommes dûment",bénéfice imposable avant déduction des frais en cause.,0.7613,CONTINUITÉ
2025,"Article L 78.- (1) La non-présentation d'une carte grise en cours de validité, de","Article L 2 bis. - (1) Nonobstant les dispositions relatives au système déclaratif,",0.6586,RUPTURE
2025,l'attestation de conformité fiscale et de l'attestation de paiement du droit de fimbre,"(2) Nonobstant les dispositions de l'alinéa 1er ci-dessus, l'attestation de conformité fiscale peut",0.864,CONTINUITÉ
2025,"automobile, à l'autorité chargée du contrôle, notamment les agents de la Direction",ARTICLE SIXIÈME.- Soutien à l'industrie automobile,0.69,RUPTURE
2025,"Générale des Impôts spécialement habilités pour constater cette infraction, entraîne la",7) Dispositions relatives aux infractions prévues dans la Loi n° 2015/018 du 21,0.7947,CONTINUITÉ
2025,"mise en fourrière du véhicule, dans le respect des règles de procédure propres en la",fabrication et montage de véhicules signataires d'une convention avec l'Administration des,0.6976,RUPTURE
2025,"Article L 79.- Le non-paiement après mise en demeure, des impôts, droits ou taxes","Article L 79.-Le non-paiement après une mise en demeure, des impôts, droits ou taxes donne",0.988,CONTINUITÉ
2025,"donne lieu à une interdiction temporaire de soumissionner des marchés publics, de se","lieu à une interdiction temporaire de soumissionner des marchés publics, de se porter",0.9762,CONTINUITÉ
2025,"porter acquéreur d'une entreprise publique en voie de privatisation, de participer aux","acquéreur d'une entreprise publique en voie de privatisation, de pmarticiper aux opérations",0.9356,CONTINUITÉ
2025,solliciter la délivrance de tout document sécurisé ; et une interdiction définitive en cas,en circulation ou aux règles relatives au maintien en état de validité de ce document.,0.7017,CONTINUITÉ
2025,Le Directeur Général des Impôts dresse et rend publique chaque trimestre une liste,Le Directeur Général des Impôts dresse chaque trimestre unec liste des contribuables interdits,0.727,CONTINUITÉ
2025,des contribuables interdits de soumissionner.,"seulement à l'encontre du contribuable qui y est inscrit, mais à l'encontre de ses représentants",0.8156,CONTINUITÉ
2025,Article L 86.-L'Avis de Mise en Recouvrement régulièrement établi est exécutoire non,Article L 86.- L'Avis de Mise en Rpecouvrement régulièrement établi est exécutoire non,0.9545,CONTINUITÉ
2025,"seulement à l'encontre du contribuable qrui y est inscrit, mais à l'encontre de ses","seulement à l'encontre du contribuable qui y est inscrit, mais à l'encontre de ses représentants",0.7893,CONTINUITÉ
2025,"Lorsque la cession des droits portant sur les ressources naturelles, des actions ou","Lorsque la cession des droits portant sur les ressources naturelles, des actions ou parts",0.9873,CONTINUITÉ
2025,parts sociales y compwris du fonds de commerce d'une entreprise de droit camerounais,sociales y compris du fonds de commerce d'une entreprise de droit camerounais est réalisée,0.9272,CONTINUITÉ
2025,"est réalisée à l'étranger, l'entreprise de droit camerounais, y compris les succursales,","à l'étranger, l'entreprise de droit camerounais est solidaire, avec le cédant, du paiement des",0.8805,CONTINUITÉ
2025,Article L 86 ter.-En cas d'usage frauduleux avéré du numéro d'identifiant unique dans,"mentionnant son numéro d'identifiant unique. Toutefois, en ce qui concerne les",0.6553,RUPTURE
2025,"le cadre de la réalisation d'une opération ou d'une transaction, les impositions y",a) Transactions relatives aux impositions en procédure contentieuse :,0.8366,CONTINUITÉ
2025,Article L 104.- (1) Une amende forfaitaire pouvant aller jusqu'à cinq millions (5 000,Article l 104.-(1) Une amende forfaitaire pouvant aller jusqu'à cinq millions (5 000 000) de F,0.9631,CONTINUITÉ
2025,000) de F CFA est appliquée à toute personne ayant communiqué de fausses,"CFA est appliquée à toute personne ayant communiqué de fausses informations, qui s'est",0.9188,CONTINUITÉ
2025,"informations, qui s'est opposée au droit de communication ou à l'avis à tiers détenteur,","opposée au droit de communication ou à l'avis à tiers détenteur, ou qui s'est abstenue de",0.8265,CONTINUITÉ
2025,ou qui s'est abstenue de communiquer les informations ou documents requis par,"Refus de communiquer aux autorités chargées d'enquêter, les enregistrements, les",0.7783,CONTINUITÉ
2025,"l'Administration fiscale en vertu des dîspositions des articles 18 (4), 18 ter (supprimé),",(4) Les arriérés fiscaux dont le règlement se fait par la procédure de,0.7878,CONTINUITÉ
2025,Article L 104 bis.- (1) Une amende forfaitaire pouvant aller jusqu'à FCFA cent (100),Article l 104.-(1) Une amende forfaitaire pouvant aller jusqu'à cinq millions (5 000 000) de F,0.7819,CONTINUITÉ
2025,"millions est appliquée à toute personne ayant frauduleusement facilité, procédé ou","titulaires de comptes financiers et, le cas échéant, celle des personnes physiques qui",0.5898,RUPTURE
2025,tenté de procéder à l'accomplissement d'une obligation fiscale ou l'obtention de,"par les autorités compétentes. Dans ce cas, mention de la dette fiscale due ainsi que",0.8366,CONTINUITÉ
2025,(2) L'utilisation ou la tentative d'utilisation de documents fiscaux,b) Transactions relatives aux arriérés fiscaux non contestées:,0.7342,CONTINUITÉ
2025,"falsifiés ou obtenus frauduleusement, qu'ils soient émis ou prétendument émis par le","pour capter frauduleusement des programmes diffusés, lorsque ces",0.732,CONTINUITÉ
2025,"système informatique de l'administration fiscale, est punie d'une amende forfaitaire",travers le système informatique mis en place par l'administration fiscale,0.8148,CONTINUITÉ
2025,"pouvant atteindre 50 000 000 de FCFA, sans préjudice des poursuites pénales.",(2) L'amende visée à l'alinéa premier ci-dessus est portée à FCFA cinquante millions,0.7093,CONTINUITÉ
2025,Article L 116.- (1) Le contribuable qui se croit imposé à tort ou surtaxé peut en faire,Article L 121 (nouveau).- (1) Le contribuable qui conteste le bien-fondé ou le montant d'une,0.853,CONTINUITÉ
2025,"la réclamation, par écrit, au Chef de Centre Régional des Impôts, au Directeur en","Sous réserve de l'approbation du Directeur Général des Impôts, l'Avis de Mise en",0.8244,CONTINUITÉ
2025,"charge des grandes entreprises. ou au Directeur Général des Impôts, dans un délai de","par le groupe d'entreprises multinationales, sous réserve que les conditions",0.7395,CONTINUITÉ
2025,trente (30) jours à partir de la date d'émission de l'AMR ou de la connaissance certaine,jours à compter de la date de la réception de la demande. L'absence de réponse de,0.678,RUPTURE
2025,- le Chef de Centre Régional des Impôts territorialement compétent pour les,l’ensemble des services et organismes publics voie réglementaire le Système Régional,0.7639,CONTINUITÉ
2025,réclamations de montant inférieur ou égal à soixante-quinze (75) millions de F,w) de FCFA cinquante millions (50 000 000) à FCFA trois cents millions (300 000,0.7053,CONTINUITÉ
2025,- le Directeur en charge des grandes entreprises pour les réclamations,"Sous réserve de l'approbation du Directeur Général des Impôts, l'Avis de Mise en",0.7095,CONTINUITÉ
2025,n'excédant pas deux-cent (200) millions de F CFA en principal ;,inferieur 18.000 à 180.000 f CFA si c'est le capitaine du,0.8405,CONTINUITÉ
2025,- le Directeur Général des Impôts pour les réclamations de montant supérieur,"Sous réserve de l'approbation du Directeur Général des Impôts, l'Avis de Mise en",0.8132,CONTINUITÉ
2025,aux seuils prévus pour les Centres régionaux des impôts et la Direction en,de son centre des impôts de rattachem PRESIOENC,0.8012,CONTINUITÉ
2025,ARTICLE QUINZIÈME.- Reconduction du programme de régularisation volontaire,ARTICLE SEIZIÈME.- Institution d'un programme de régularisation volontaire,0.9125,CONTINUITÉ
2025,(1) Le Programme de Régularisation Fiscale Volontaire (ci-après dénommé,1. Il est institué une redevance pour le financement de la transformation,0.7114,CONTINUITÉ
2025,(2) Le PRFV a pour objet de permettre aux contribuables de régulariser leur situation,(2w) L'Avis de Mise en Recouvrement est établi et notifié au contribuable lorsqu'une,0.6911,RUPTURE
2025,"fiscale au regard de l'impôt sur le revenu des personnes physiques (IRPP), pour les",- en leur qualité de redevable réel : l'impôt sur le revenu des personnes physiques dans les,0.8665,CONTINUITÉ
2025,quatre (04) années précédant la date d'entrée en vigueur du présent programme. Il,pendant une période de cinq (05) ans suivant la fin de la période au cours de laquelle,0.6285,RUPTURE
2025,b. revenus ou actifs dont la déclaration a été effectuée de manière inexacte ou,"a) les produits des actions, parts de capital et revenus assimilés;",0.7311,CONTINUITÉ
2025,(3) Peuvent bénéficier du PRFV les personnes physiques résidentes ou non­, Insuffisance de locaux confortables pour les,0.6317,RUPTURE
2025,"résidentes au Cameroun, ayant des obligations fiscales au Cameroun et qui sont en",physique ayant au Cameroun son domicile fiscal en raison de l'ensemble de ses revenus,0.9018,CONTINUITÉ
2025,"situation de défaut de déclaration ou de déclaration inexaccte ou incomplète, quel que","réglementaires, en cas d'absence ou d'insuffisance manifeste de déclaration, une déclaration",0.8236,CONTINUITÉ
2025,soit le type de revenus ou d'actifs concernés.,"comptes, y compris les revenus de capitaux mobiliers, les soldes des comptes, la valeur",0.7988,CONTINUITÉ
2025,(4) La régularisation dans le cadre du PRFV s'effectue par le biais d'une,attestation de retenue à la source qui doit être obcligatoirement générée à partir du système,0.4974,RUPTURE
2025,"(5) La communication volontaire est constituée par la déclaration, auprès de","communication sociale, ou contrevient aux dispositions de la loi sur· la",0.6617,RUPTURE
2025,"l'administration fiscale, des fonds ou actifs non déclarés ou déclarés de manière",actifs et son État ou territoire de résidence fiscale ;,0.7906,CONTINUITÉ
2025,"inexacte ou incomplète, accompagnée du paiement de l'impôt dû, calculé","b) Pour être déductible, la Taxe sur la Valeur Ajoutée doit figurer:",0.786,CONTINUITÉ
2025,conformément aux dispositions de la législation fiscale en vigueur.,pour procéder à des retenues d'impôts à la source en vertu des dispositions légales ou,0.84,CONTINUITÉ
2025,"a. spontanée, c'est-à-dire effectuée de la propre initiative du contribuable, sans","1. Les contribuables qui, de leur propre initiative, régularisent volontairement leur",0.7785,CONTINUITÉ
2025,qu'une procédure de contrôle fiscal ou d'enquête n'ait été préalablement engagée,"dans le cadre d'une vérification générale de comptabilité, lorsque les impositions ont été",0.6557,RUPTURE
2025,par l'adwministration fiscale à l'égard des impôts et de la période visés à l'alinéa,ARTICLE VINGT-DEUXIÈME.- Dispositions relatives aux recettes non fiscales du,0.8112,CONTINUITÉ
2025,"b. sincère, c'est-à-dire effectuée de bonne foi, en fournissant des informations",travers l’information fiable qu’elle doit offrir sur,0.6378,RUPTURE
2025,exactes et complètes sur les fonds ou actifs concernés ;,a) des frais relatifs aux prestations offertes par les Établissements Spécialisés,0.7152,CONTINUITÉ
2025,c. effectuée dans les délais et selon les modalités fixés par l'administration fiscale.,"fixées ci-dessous, doivent tenir à la disposition de l'administration fiscale, à la date de",0.886,CONTINUITÉ
2025,(7) La régularisation dans le cadre du PRFV entraîne les effets suivants :,Diffusion Préalable (CDP). L’instauration et le,0.5486,RUPTURE
2025,a. l'immunité contre les poursuites pénales pour les infractions fiscales relatives aux,"Sans préjudice du rappel des impositions éludées, assorti des pénalités et des",0.7447,CONTINUITÉ
2025,b. la remise de 80% des intérêts de retard et des pénalités afférents aux impôts dus,exonérées des pénalités et toutes autres majorations fiscales.,0.7725,CONTINUITÉ
2025,"c. la possibilité d'obtenir un échéancier de paiement de l'impôt dû, sur une période","ce cas, l'avis d'imposition généré sert de support de paiement des impôts et taxes",0.8066,CONTINUITÉ
2025,attestant de la régularisation de sa situation fiscale pour la période concernée par la,qu'après régularisation de sa situation fiscale.,0.9077,CONTINUITÉ
2025,(10) Les décisions prises par l'administration fiscale dans le cadre du PRFV peuvent,de l'administration fiscale est affecté ainsi qu'il suit :,0.7543,CONTINUITÉ
2025,(11) Les modalités d'application de la présente disposition sont précisées par un texte,2) Les modalités d'applicatio.n des dispositions de l'alinéa 1 ci-dessus sont,0.7912,CONTINUITÉ
2025,ARTICLE SEIZIÈME.- Prorogation des délais de déclaration et de paiement des,"délai imparti, de la déclaration pays par pays entraine l'application d'une",0.7463,CONTINUITÉ
2025,"(1) Le Ministre chargé des finances peut, en tcant que de besoin, proroger les délais","(2) Toutefois, le Ministre des Finances et le Directeur Général des Impôts peuvent, dans la",0.7699,CONTINUITÉ
2025,"de déclaration et de paiement des impôts, taxes, droits et redevances prévus par le","à jour au regard de la déclaration et du paiement desdits impôts, droits et taxes, peut sur sa",0.861,CONTINUITÉ
2025,{2) La prorogation est accordée pour une durée déterminée et peut concerner,e) Pénalités résultant du non-respect du délai de renouvellement de l'agrément ou,0.6287,RUPTURE
