exercice,libelle_projet,pilier_predit,score_similarite,cluster_id
2024,"radioélectriques, la quote-part de la redevance d'utilisation des adresses, préfixes et des",Développement régional,0.287720650434494,3
2024,"numéros ou bloc de numéros, la redevance annuelle de 1,5% du chiffre d'affaires hors taxes",Transformation structurelle,0.3046431541442871,0
2024,des opérateurs de réseaux et des fournisseurs de services affectées à !'Agence de Régulation,Développement régional,0.38007843494415283,2
2024,"des Télécomwmunications (ART), est fixé à F.CFA quinze milliards (15 000 000 000) pour",Capital humain,0.24089427292346954,1
2024,ARTICLE SOIXANTIÈME.- Le plafond des redevances aéronautiques et de la quote-part des,Transformation structurelle,0.3097594380378723,3
2024,amwendes perçues en application de la loi portant régime de l'aviation civile au Cameroun,Gouvernance,0.3603024184703827,3
2024,"affecté à Cameroon Civil Aviation Authority (CCAA), est fixé à FCFA seize milliards cinq cent",Gouvernance,0.2699921727180481,1
2024,ARTICLE SOIXANTE-UNIÈME .- Le plafond de la quote-part de la taxe d'inspection issue du,Gouvernance,0.30484139919281006,0
2024,Programme de Vérification des Importations (PVI) affectée à !'Agence Nationale des Normes,Développement régional,0.45296549797058105,3
2024,"et de Qualité (ANOR), est fixé à FCFA six milliards cinq cent millions (6 500 000 000) pour",Capital humain,0.29810452461242676,1
2024,ARTICLE SOIXANTE-DEUXIÈME.- Le plafond de la quote-part de la redevance sur titre,Gouvernance,0.3024817407131195,3
2024,prélevée sur le chiffre d'affaires des opérateurs du secteur de l'électricité et les excédents,Transformation structurelle,0.4760432839393616,0
2024,budgétaires du régulateur du secteur de l'électricité affectés à !'Agence d'Electrification Rurale,Développement régional,0.47176843881607056,0
2024,ARTICLE SOIXANTE-TROISIÈME.- Le plafond de la quote-part de la redevance à,Transformation structurelle,0.30298757553100586,2
2024,"l'exportation du cacao et du café, et les produits issus des amendes résultant notamment de",Transformation structurelle,0.4818671643733978,0
2024,l'exportation des produits de mauvaises qualité affectés au Fonds de Développement de la,Transformation structurelle,0.44500115513801575,0
2024,"Filière Cacao et Café (FODECC), est fixé à FCFA huit milliards (8 000 000 000) pour",Transformation structurelle,0.19957509636878967,1
2024,ARTICLE SOIXANTE-QUATRIÈME.- Le plafond de la quote-part de la redevance à,Transformation structurelle,0.31503012776374817,2
2024,"l'exportation du cacao et du café affectée à l'Office Nationale du Cacao et du Café (ONCC),",Transformation structurelle,0.37135621905326843,2
2024,ARTICLE SOIXANTE-CINQUIÈME.- Le plafond du produit des cotisations annuelles des,Transformation structurelle,0.45766496658325195,0
2024,chargeurs professionnels et des droits de délivrance des Bordereaux Electroniques de Suivi,Gouvernance,0.3408430814743042,3
2024,"des Cargaisons (BESC) affectés au Conseil National des Chargeurs du Cameroun (CNCC),",Gouvernance,0.3830410838127136,3
2024,ARTICLE SOIXANTE-SIXIÈME.- Le plafond du produit des taxes d'inspection sanitaire,Capital humain,0.3599115014076233,0
2024,vétérinaire sur le commerce international et des autres taxes d'inspection sanitaire vétérinaire,Capital humain,0.2901090383529663,0
2024,"affectées à la Caisse de Développement de la Pêche Maritime (CDPM), est fixé à FCFA un",Gouvernance,0.3218371570110321,3
2024,ARTICLE SOIXANTE-SEPTIÈME.- Le plafond du produit des recettes issues de la quote-part,Transformation structurelle,0.3523048162460327,0
2024,"de la taxe d'inspection sanitaire et vétérinaire à l'importation, la quote-part de la redevance à",Développement régional,0.33925682306289673,0
2024,"l'exportation du cacao et du café, et la quote-part des centimes additionnels consulaires,",Transformation structurelle,0.34596705436706543,0
2024,"affectées à la Chambre d'Agriculture, des Pêches, de !'Élecvage et des Forêts (CAPEF),",Transformation structurelle,0.39285406470298767,2
2024,ARTICLE SOIXANTE-HUITIÈME.- Le plafond du produit d.es recettes issues de la quote-part,Transformation structurelle,0.38538721203804016,0
2024,de la taxe d'inspection sanitaire et vétérinaire à l'importation et la quote-part du produit des,Développement régional,0.3340620994567871,0
2024,"taxes d'exploitation et des autres taxes d'inspection sanitaire vétérinaire, affectées à la Caisse",Développement régional,0.3415878415107727,0
2024,"de Développement de !'Élevage du Nord-Ouest (CDENO), est fixé à FCFA un milliard (1",Transformation structurelle,0.26983875036239624,1
2024,ARTICLE SOIXANTE-NEUVIÈME.-Le plafond du produit des recettes issues de la quote-part,Transformation structurelle,0.3729735314846039,0
2024,de la taxe d'inspection sanitaire et vétérinaire à l'importation et la quote-part du produit des,Développement régional,0.3340620994567871,0
2024,"taxes d'exploitation et des autres taxes d'inspection sanitaire vétérinaire, affectées à la Caisse",Développement régional,0.3415878415107727,0
2024,"de Développement de l'Élevage pour le Nord (CDEN), est fixé à FCFA un milliard (1 000",Capital humain,0.2789801061153412,1
2024,ressources et en emplois à F.CFA 6 740 100 000 000 dont F.CFA 6,Capital humain,0.35050028562545776,1
2024,ARTICLE SOIXANTE-ONZIÈME.- Les produits et revenus applicables au budget général de,Transformation structurelle,0.5597454309463501,0
2024,"se décomposent de la manière suivante, par nature de recettes :",Transformation structurelle,0.33170410990715027,2
2024,"723 AMENDES, PENALITES ET CpONDAMNATIONS PECUNIAIRES 9447 10 960",Gouvernance,0.23369325697422028,1
2024,"LEGI Ati_D STATUTôRY AF�AIRS CARO lt,10E SERVICE",Autre,0.17098894715309143,1
2024,ARTICLE SOIXANTE-DOUZIÈME.- Les ressources des Comptes d'Affectation Spéciale pour,Transformation structurelle,0.46227407455444336,2
2024,1 La quote-part de la redevance d'eau ou droits d'eau .2 000 000 000 3 000 000 000,Développement régional,0.4094242751598358,1
2024,2 n°2011 /022 du1 4 décembre2 011 régissant le secteur c de l'électricité 2 500 000 000 1000000 000,Transformation structurelle,0.3842884302139282,1
2024,participation dans les entreprises du secteur de l'érlectricité tel que fixée 2 000 000 000 500 000 000,Transformation structurelle,0.43997126817703247,0
2024,La quote-part du produit de la vente de l'électricité de la centrale,Transformation structurelle,0.41453075408935547,0
2024,concession ou de licence dans le secteur de l'électricité à hauteur de,Transformation structurelle,0.4782501459121704,3
2024,"6 1 % de leur chiffre d'affaires annuel hors taxe, l'assiette de calcul du 6 500 000 000 5 200 000 000",Transformation structurelle,0.28616902232170105,0
2024,"chiffre d'affaires étant pour les producteurs à des fins industrielles,",Transformation structurelle,0.5149599313735962,2
2024,exclusivement limitée à l'activité relevant du secteur de l'électricité,Transformation structurelle,0.4548613727092743,3
2024,7 participation aux opérations de structuration juridique et financière des 50 000 000 0,Gouvernance,0.41279786825180054,0
2024,8 Reports (solde à reporter) 800 000 000 3 550 000 000,Capital humain,0.15160083770751953,1
2024,2 Subvention ETA T 15 000 000 000 15 000 000 000,Capital humain,0.31638187170028687,1
2024,"activités concédées , conforment aux dispositions de la loi régissant 180 000 000 72 000 000",Gouvernance,0.43274444341659546,1
2024,3 Reports (solde à reporter) 150 000 000 263 005 4;47,Gouvernance,0.19287674129009247,1
2024,"Contributions annuelles des autorités de certification accréditées, les",Gouvernance,0.443886399269104,2
2024,"auditeurs de sécurité, les éditeurs de logiciels de sécurité et les autres",Gouvernance,0.3912103474140167,2
2024,"prestataires de services de sécurité agréés, à hauteur de 1,5 % de leur",Gouvernance,0.3136698603630066,0
2024,"Redevance d'utilisation des adresses, des préfixes et des numéros",Développement régional,0.22711464762687683,2
2024,3 Reports (solde à reporter) 289 000000 789 000 000,Gouvernance,0.1715499460697174,1
2024,Contribution des services rattachés au Ministère en charge des arts et,Gouvernance,0.39530128240585327,2
2024,Contributions des organismes de gestion collective à la promotion de la,Gouvernance,0.4603232741355896,2
2024,4 Droits d'exploitation des activités liées à la cinématographie 94 000 000 34 000 000,Gouvernance,0.27271756529808044,3
2024,5 Droits d'exploitation du patrimoine culturel 13 000 000 13 000 000,Gouvernance,0.3892669975757599,3
2024,6 Droits issus de !'activités des spectacles 30000 000 30 000 000,Gouvernance,0.23714040219783783,1
2024,"Rémunération pour copie privée des phonogrammres, vidéogrammes et",Développement régional,0.15928678214550018,2
2024,"Revenus de la location des centres culpturels, des salles et des cars",Développement régional,0.2858632802963257,2
2024,2 Amendes et transactions 50 000 000 50 000 000,Transformation structurelle,0.3148927688598633,1
2024,Contributions de donateurs internationaux et toutes contributions,Capital humain,0.32364463806152344,0
2024,5 Quote-part de la redevance d'eau 0 350 000 000,Développement régional,0.3000709116458893,1
2024,6 Redevance de prélèvement des eaux 250 000 000 200 000 000,Développement régional,0.45526769757270813,1
2024,7 Reports (solde à reporter) 130 000 000 100 000 000,Gouvernance,0.18488073348999023,1
2024,8 taxe d'assainissement 250 000 000 150 000 000,Développement régional,0.4003617763519287,0
2024,1 Frais d'accès aux ressources génétiques 2 000 000 6 000 000,Transformation structurelle,0.28015774488449097,1
2024,3 Frais de délivrance des manifestes de traçabilité des déchets 50 000 000 50 000 000,Développement régional,0.4434319734573364,1
2024,4 Frais de Visas techniques 543 000 000 250 000 000,Capital humain,0.20765352249145508,1
2024,Frais d'examen des dossiers d'agrément des bureaux d'Etudes aux,Capital humain,0.3823346495628357,2
2024,Etudes d'impact Environnemental et social et Audits Environnementaux,Transformation structurelle,0.44280242919921875,2
2024,6 Frais d'examen des dossiers de permis environnemental 35 000 000 35 000 000,Développement régional,0.377284973859787,1
2024,Frais d'examen des rapports d'Etudes d'impact Environnemental et,Transformation structurelle,0.4116789698600769,4
2024,Frais d'examen des termes de références relatifs aux Etudes d'impact,Transformation structurelle,0.31948643922805786,2
2024,Environnemental et socîal et Audits Environnementaux,Gouvernance,0.4238780438899994,2
2024,Produit des amendes de transaction telle que prévue par la loi cadre,Gouvernance,0.3107030391693115,0
2024,10 Reports (solde à reporter) 300 000 000 300 000 000,Gouvernance,0.2033124566078186,1
2024,1 Autorisations d'ouverture des parcs de rupture 180 000 000 180 000 000,Développement régional,0.34466615319252014,1
2024,Certificats d'Enregistrement en Qualité de Transformateur de Bois,Développement régional,0.2317146360874176,2
2024,3 Certificats d'Enregistrement en Qualité d'Exportateur de Bois (CEQEB) 37 000 000 40 000 000,Capital humain,0.19856131076812744,1
2024,Frais d'attribution et de renouvellement des Permis Annuels,Transformation structurelle,0.3670361638069153,0
2024,Frais d'attribution et le renouvellement des Certificats Annuels,Gouvernance,0.3895544409751892,0
2024,6 Frais de délivrance de l'attestation de matérialisation des limites 2 000 000 20 000 000,Transformation structurelle,0.3132706880569458,1
2024,7 Frais de délivrance du certificat d'origine 2 000 000 350 00 000,Développement régional,0.24000504612922668,1
2024,8 Frais de délivrance pour l'attestation de conformité du plan de sondacge 2 000 000 1 000000,Gouvernance,0.1618596464395523,1
2024,9 Frais de demande d'approbation des plans d'aménagement 13 000 000 8 000 000,Développement régional,0.30050283670425415,1
2024,10 Frais de dossier pour l'attribution des agréments .10 000 000 1000000,Capital humain,0.22870007157325745,1
2024,11 Frais de dossier pour l'attribution des ventes de coupes 15 000 000 15 000 000,Transformation structurelle,0.2667354345321655,1
2024,13 Permis d'exploitation pour les produits spéciaux 10 000 000 6 500 000,Transformation structurelle,0.3614725172519684,1
2024,"Quote-part des recettes provenant des ame r ndes, transactions,",Transformation structurelle,0.25383809208869934,2
2024,"14 dommages-intérêts, ventes aux enchères publiques ou de gré à gré des 500 000 000 500 000 000",Développement régional,0.3384948670864105,0
2024,15 Reports (solde à reporter) 700 000 000 803 500 000,Capital humain,0.17768055200576782,1
2024,Ressources de la vente des documents sécurisés issues de la,Gouvernance,0.375219464302063,3
2024,16 contribution des opérateurs c.onformément aux dispositions 7960 00 000 658 000 000,Développement régional,0.23104456067085266,1
2024,réglementaires dont le coût unitaire est de FCFA 100 000,Capital humain,0.2617754340171814,1
2024,1 Droits d'affermages 100 000 000 100 000 000,Capital humain,0.37803715467453003,1
2024,"2 Droits de licence de ""gamefarming"" et ""gameranching"" 5 000 000 1 000000",Transformation structurelle,0.24589532613754272,1
2024,3 Droits de licence de guide chasse 13 000 000 15 000 000,Développement régional,0.27077716588974,1
2024,4 Droits de permis de capture des animaux sauvages 1000000 3 000 000,Développement régional,0.2832019031047821,1
2024,5 Dwroits de permis de petite chasse 2 000 000 1000000,Développement régional,0.2431320697069168,1
2024,6 Droits de permis de recherche à but scientifique 3 000 000 3 000 000,Capital humain,0.32343626022338867,1
2024,7 Droits de permis et licences de chasse 14 000 000 30 000 000,Développement régional,0.272239625453949,3
2024,8 Droits d'entrée dans les aires protégées 30 000 000 20000 000,Gouvernance,0.377554327249527,3
2024,9 Frais de dossier d'autorisation de survol à But Scientifique 5 000 000 0,Développement régional,0.1721046268939972,1
2024,Frais de dossier pour l'attribution des agréments à une activité,Transformation structurelle,0.3601226508617401,2
2024,d'exploitation de la Faune et des aires protégées,Développement régional,0.4632577896118164,2
2024,11 Frais de dossier pour l'attribution des zones de chasse 5 000 000 0,Développement régional,0.3188391327857971,1
2024,Frais de dossier pour l'attribution et !'Exploitation des Plans de Tir et,Transformation structurelle,0.47104138135910034,2
2024,"Frais de dossier pour l'attribution, le renouvellement ou le transfert d'un",Développement régional,0.31805509328842163,3
2024,Frais de dossier pour l'autorisation d'embarcation marine et sous-marine,Gouvernance,0.2114138901233673,3
2024,Frais de dossier pour l'autorisation d'embarcation marine et sous-marine,Gouvernance,0.2114138901233673,3
2024,Frais d'examen des Plans de Sondage des inventaires Fauniques des,Transformation structurelle,0.37611669301986694,2
2024,Frais d'examen des Rapports d'inventaires des Inventaires Fauniques,Transformation structurelle,0.37857550382614136,2
2024,Frais d'Exploitation des Infrastructures et Equipements dans les Aires,Transformation structurelle,0.5136802196502686,2
2024,"Frais pour demande d'Examen des Plans de Gestion des ZIC, ZICGC",Développement régional,0.3006114065647125,2
2024,Les Certificats d'Enregistrement en Qualité de Transformateur des,Développement régional,0.2687497138977051,3
2024,Les certificats d'Enregistrement en Qualité d'Exportateur des Produits,Développement régional,0.24758198857307434,3
2024,"Produit des amendes, transaction, dommages-intérêts, ventes aux",Transformation structurelle,0.37864410877227783,0
2024,22 enchères publiques ou gré à gré des produits et objets divers saisis 45 000 000 50000 000,Développement régional,0.4072786569595337,1
2024,23 Reports (solde à reporter) 78 000 000 120 000 000,Gouvernance,0.1901974081993103,1
2024,Ressources de la vente des documents sécurisés de Transport des,Gouvernance,0.3648798167705536,3
2024,"Subventions, contributions, dons et legs de toute personne physique ou",Capital humain,0.4785100221633911,2
2024,1 Agrément de gestionnaire de terminal dep transport routier interurbain 1500000 1500000,Développement régional,0.31468045711517334,1
2024,Agrément de gestionnaire de voyage dans un terminal de transports,Développement régional,0.24034860730171204,3
2024,3 Agrément de groupeur et de dégrou.peur de marchandise 1500000 1500000,Développement régional,0.25031888484954834,1
2024,4 Agrément des établissemwents de formation à la conduite automobile 1500000 1500000,Développement régional,0.23503533005714417,1
2024,Agréments aux professions de transporteur routier et d'auxiliaire des,Développement régional,0.38919389247894287,3
2024,6 Agréments aux professions de transporteurs maritime et para-maritime 100 000 000 100 000 000,Gouvernance,0.288833349943161,3
2024,7 Autorisationsw provisoires 3 000 000 3 000 000,Gouvernance,0.3651607036590576,1
2024,8 Cartes de transport public routier (cartes bleues) 656 000 000 656 000 000,Développement régional,0.3131064176559448,1
2024,9 Certificats de capacité 545 00 000 545 00 000,Capital humain,0.23718348145484924,1
2024,10 Cwertificats des capacités des pirogues motorisées 5 000 000 5 000 000,Transformation structurelle,0.24533073604106903,1
2024,11 Certificats des capacités des remorqueurs 3 000 000 3 000 000,Développement régional,0.31599676609039307,1
2024,12 Certificats d'immatriculation des véhicules (cartes grises) 3000 000000 3 000000000,Développement régional,0.17850428819656372,1
2024,13 Licences de transport 100 000 000 100 000 000,Développement régional,0.3015514612197876,1
2024,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,Transformation structurelle,0.29881954193115234,1
2024,17 Permis de conduire national et international 1300000 000 1300000 000,Transformation structurelle,0.31980592012405396,1
2024,19 Reports (solde à reporter) 500 000 000 500 000 000,Gouvernance,0.21094268560409546,1
2024,20 Visites de sécurité 200 000 000 200 000 000,Capital humain,0.2633785903453827,1
2024,1 Amendes et transactions 90 000 000 90 000 000,Transformation structurelle,0.29116326570510864,1
2024,Concession à des personnes physiques ou morales des sites,Capital humain,0.2625829577445984,2
2024,"3 Frais de dossiers en vue de l'obtention des concessions touristiques 25 000 000 10 000,000",Développement régional,0.3551766574382782,0
2024,"Les frais de dépôt de dossier de demande de construction,",Développement régional,0.36765944957733154,0
2024,"4 renouvellement, extension, d'agrément, d'exploitation des 100 000 000 30 000 000",Transformation structurelle,0.47806936502456665,1
2024,Location des établissements hôteliers construits sur capitaux publics et,Développement régional,0.3768492341041565,2
2024,5 donnés en gérance libre à des personnes physiques ou morales 180 000 000 160 000 000,Capital humain,0.3880916237831116,2
2024,Quote-part des recettes provenant des droits d'accès dans les parcs,Développement régional,0.3666909337043762,3
2024,7 Quote-part du produit de la taxe de séjour 500 000 000 600 000000,Développement régional,0.2185780107975006,0
2024,8 Redevance liée aux panonceaux 35m 000 000 40 000 000,Transformation structurelle,0.30339890718460083,1
2024,Redevance perçue lors de la délivrance des autorisations de,Développement régional,0.33154845237731934,3
2024,construction et d'ouverture d'établissement hôteliers,Transformation structurelle,0.24945707619190216,2
2024,10 Reports (solde à reporter) 30 000 000 40 000 000,Gouvernance,0.20285478234291077,1
2024,ARTICLE SOIXANTE-TREIZIÈME.- Les charges du budget général de la République du,Gouvernance,0.42887890338897705,0
2024,14 TITwRES PUBLICS A PLUS D'UN AN 239 398 500 204 284 000,Gouvernance,0.28342512249946594,1
2024,141 Obligation du Trésor 239 398 500 169 637 000,Gouvernance,0.25397735834121704,1
2024,151 Emprunts projets multilatéraux 138 304 000 110 978 000,Transformation structurelle,0.43695348501205444,1
2024,Emprunts projets auprès des gouvernements affiliés au Club de,Gouvernance,0.4473412036895752,2
2024,Emprunts projets initiaux auprès des gouvernements non affiliés au,Transformation structurelle,0.48229551315307617,2
2024,154 Intérêts courus et non échus sur emprunts projets 135 291000,Autre,0.421896755695343,1
2024,155 Emprunts projets auprès des organismes prives extérieurs 100 208 000 68 586 000,Transformation structurelle,0.4733090400695801,1
2024,174 Intérêts courus et non échus sur autres emprunts 12 062 000,Autre,0.31833720207214355,1
2024,176 Autres emprunts initiaux auprès des administrations publiques 89 191 000,Autre,0.37060704827308655,0
2024,177 Autres emprunts initiaux auprès des institutions et administrations 727 437 000 496 440 000,Autre,0.39632561802864075,1
2024,67 Charges Financières de la Dette 3229 00 000 138100 000,Autre,0.2698381841182709,1
2024,671 Intérêts et Frais Financiers sur la Dette 322 900 000 138/100 000,Autre,0.27797651290893555,1
2024,66 Charges de personnel 1 311725500 1 431 018 100,Gouvernance,0.15386122465133667,1
2024,Traitements bruts du personnel sous statut particulier de la fonction,Gouvernance,0.3639771044254303,3
2024,663 Traitement brut du personnel à solde globale 5 223 358 5 223 358,Capital humain,0.2863488495349884,1
2024,"665 Primes, gratifications et autres indemnités hors solde 86762 86 762",Capital humain,0.18875500559806824,1
2024,666 Rémunérations du personnel hors solde 19 661 407 16 988 901,Capital humain,0.20444872975349426,1
2024,669 Autres dépenses de personnel 46 727 925 48 566 613,Capital humain,0.2555503249168396,1
2024,"601 Matières, matériels et fournitures c87158 502 91930062",Autre,0.14821627736091614,1
2024,"605 Eau, électricité, gaz et autres sources d'énergie 66 808 614 72 877 511",Transformation structurelle,0.3204990029335022,1
2024,606 Matériel et fournitures spécifiques .137 917 046 147 365.527,Autre,0.22817924618721008,1
2024,61 Achat de Services c312 490 067 563 631 781,Développement régional,0.23730871081352234,1
2024,611 Frais de transport et de mission 54 985 716 69 286 715,Gouvernance,0.15801827609539032,1
2024,613 Honoraires et études p 41028615 38 837 039,Capital humain,0.3364199101924896,1
2024,614 Entretien et maintenance 25133 174 26119 955,Développement régional,0.2584046721458435,1
2024,617 Frais de relations publiques-communication 58 993 140 61 514 121,Gouvernance,0.4057987928390503,1
2024,618 Frais de formation du personnel 23 702 750 32 879 608,Capital humain,0.2701387405395508,1
2024,619 Autres acquisitions de services 88911 519 312 591 157,Développement régional,0.17810934782028198,1
2024,62 Auwtres Services (Remboursement des recettes Encaissées) 85 700 000 . 85 541 850,Capital humain,0.30659255385398865,1
2024,624 Impôts et taxes intérieurs sur les biens et services 84 000 000 84 000 000,Transformation structurelle,0.3495437800884247,0
2024,625 Impôts sur le commerce extérieur et les transactions internationales 1500000 1500000,Transformation structurelle,0.31527015566825867,1
2024,69 Dépenses Courantes à Ventiler 251126 771 100 944 411,Développement régional,0.09538204222917557,1
2024,690 Dépenses Courantes à Ventiler 251 126 771 100 944 411,Développement régional,0.11052560806274414,1
2024,632 Subventions aux entreprises publiques 1550000 3 884 300,Capital humain,0.3478336036205292,0
2024,633 Subventions aux entreprises privées 5 846 000 4 561 000,Capital humain,0.3131215572357178,0
2024,641 Transferts aux établissements publics nationaux 159 766 940 172 060 189,Développement régional,0.33489108085632324,1
2024,642 Transferts aux Collectivités Territoriales Décentralisées 24 162 698 20 0g0 525,Développement régional,0.535796046257019,1
2024,643 Transferts aux autres administrations publiques 159 000 309 000,Gouvernance,0.3874317407608032,1
2024,645 Transferts aux ménages 511 442000 194 657 200,Développement régional,0.26546722650527954,1
2024,Transferts aux autorités supra nationales et contributions aux,Gouvernance,0.5354361534118652,0
2024,647 Transferts à d'autres budgets publics 51 190 000 51544011,Autre,0.3449521064758301,0
2024,648 Pensions de retraites des fonctionnaires et autres agents de l'Etat 259 296 000 269 668 000,Autre,0.28176531195640564,0
2024,65 Charges Exceptionnelles m2 046 000 2 010 000,Autre,0.14773890376091003,1
2024,659 Autres charges exceptionnelles 2 046 000 2 010 000,Développement régional,0.12686282396316528,1
2024,613 Honoraires et études .28 589 284 25 906 981,Capital humain,0.3454531729221344,1
2024,641 Transferts aux établissements publics n r ationaux 21282892 23 506 213,Développement régional,0.35405850410461426,1
2024,642 Transferts aux Collectivités Territoriales Décentralisées 115 111 405 143 487 532,Développement régional,0.5386990308761597,1
2024,643 Transferts aux autres administrations publiques 60000 160 000,Gouvernance,0.38301777839660645,1
2024,21 Immobilisations Incorporelles 39 3418 60 42 711 421,Gouvernance,0.06588014215230942,1
2024,211 Frais de recherche et de dével.oppement 35 804 860 39 675 536,Transformation structurelle,0.29119452834129333,1
2024,"212 Brevets, marques de fabrique, droits d'auteur 34800 108 000",Transformation structurelle,0.13767659664154053,1
2024,213 Conception de systèmes d'organisation-Progiciels 3 487 200 2 927885,Autre,0.29304206371307373,1
2024,219 Autres Immobilisations incorporelles 15 000,Gouvernance,0.20801495015621185,1
2024,22 Immobilisations Non Produites 43 973 797 372 230 32,Développement régional,0.15650160610675812,1
2024,229 Autres immobilisations non produites 62075,Autre,0.15131565928459167,1
2024,"Acquisitions, Constructions et Grosses Réparations des",Transformation structurelle,0.5330768823623657,2
2024,231 Bâtiments administratifs à usage de bureau 51153 028 63 731 555,Gouvernance,0.3746642470359802,1
2024,232 Bâtiments administratifs à usage de logement (civils et militaires) 20 6140 11 19 777163,Développement régional,0.4346555471420288,1
2024,233 Bêtiments administratifs à usage technique 34 670 509 55 900 380,Développement régional,0.3477019667625427,1
2024,"Acquisitions, Constructions et Grosses Réparations du",Transformation structurelle,0.5305737853050232,2
2024,241 Mobilier èt matériel de logement et de bureau 44 455138 34 600 708,Développement régional,0.28883007168769836,1
2024,242 Matériel Informatique de bureau 5 575 697 5 485 109,Gouvernance,0.23876099288463593,1
2024,243 Matériel de transport 11 901 687 14 659 456,Développement régional,0.21292844414710999,1
2024,244 Matériel et outillage techniques 65 757 995 68 300 586,Autre,0.11494357883930206,1
2024,245 Objets de valeur..:collections-œuvre d'art 1090000 1090000,Transformation structurelle,0.14364296197891235,1
2024,249 Autres matériels et mobiliers 1460000 260 000,Transformation structurelle,0.21512028574943542,1
2024,25 Equipements Militaires 12 877 075 26 567185,Gouvernance,0.26527494192123413,1
2024,252 Ouvrages et infrastructures militaires 3 078 221 13 829 388,Gouvernance,0.37975388765335083,1
2024,"253 Mobiliers, matériels militaires et équipements 1393326 1173 437",Gouvernance,0.2349177449941635,1
2024,254 Ouvrages et infrastructures de police 289 000,Gouvernance,0.39812418818473816,1
2024,"255 Mobiliers, matériels et équipements de police 304 500",Développement régional,0.2661522924900055,1
2024,256 Bâtiments à Usage de Bureau 757 634 1635491,Autre,0.1868186742067337,1
2024,258 Equipement en cours des forces armées et de police 1864500 2630 000,Gouvernance,0.28779739141464233,1
2024,"Prises de Participation, Créances Rattachées et",Capital humain,0.4158936142921448,2
2024,262 Prises de participation à l'extérieur 8 500 000 30 000 000,Capital humain,0.3254266679286957,1
2024,ARTICLE SOIXANTE-QUATORZIÈME.- Les charges des Comptes d'Affectation Spéciale,Gouvernance,0.29329201579093933,3
2024,3 Les Dépenses de Biens et Services 23 770 149 40 060 000,Développement régional,0.27063852548599243,1
2024,"601 Matières, matériels et fournitures 1518125 811 500",Transformation structurelle,0.1704007089138031,1
2024,"605 Eau, électricité, gaz et autres sources d'énergie 1145 091 445 000",Transformation structurelle,0.33763042092323303,1
2024,806 Matériel et fournitures spécifiques 6664 865 6 184 004,Autre,0.14690949022769928,1
2024,611 Frais de transport et de mission 2 016 576 766496,Gouvernance,0.11591436713933945,1
2024,617 Frais de relations publiques-communication 2 406 434 754 000,Gouvernance,0.35434216260910034,1
2024,618 Frais de formation du personnel 1762 100 776 500,Capital humain,0.22068016231060028,1
2024,619 Autres acquisitions de services 65 500 130 500,Développement régional,0.21818162500858307,1
2024,69 Dépenses Courantes à Ventiler 3 450 816 30 000 000,Développement régional,0.13670550286769867,1
2024,690 Dépenses Courantes à Ventiler 3 450 816 30 000 000,Développement régional,0.14036139845848083,1
2024,4 Les Dépenses de Transfert 2 619 529 410 000,Développement régional,0.1769930124282837,1
2024,632 Subventions aux entreprises publiques 210 000 0,Capital humain,0.3445606827735901,0
2024,633 Subventions aux entreprises privées 400 000 0,Capital humain,0.3217196464538574,0
2024,641 Transferts aux établissements publics nationaux c 0 300 000,Développement régional,0.34428781270980835,1
2024,Transferts aux autorités supra nationales et contributions aux,Gouvernance,0.5354361534118652,0
2024,3 Les Dépenses de Biens et Services 2 030 000 3 078 085,Développement régional,0.2643662095069885,1
2024,"601 Matières, matériels et fournitures 0 10 000",Transformation structurelle,0.24402278661727905,1
2024,606 Matériel et fournitures spécifiques 0 80000,Autre,0.17036977410316467,1
2024,641 Transferts aux établissements publics nationaux . 267 000 211 000,Gouvernance,0.37903398275375366,1
2024,642 Transferts aux Collectivités Territoriales Décentralisées 110 000 310 000,Développement régional,0.5660679340362549,1
2024,Transferts aux autorités supra nationales et contributions aux,Gouvernance,0.5354361534118652,0
2024,5 Les Dépenses d'investissement 55 634 321 165 18 915,Autre,0.26414260268211365,0
2024,21 Immobilisations Incorporelles 481 600 545 000,Capital humain,0.10468170046806335,1
2024,211 Frais de recherche et de développement 0 10 000,Transformation structurelle,0.41241884231567383,1
2024,"Brevets, marques de fabrique, droits d'auteur 481 600 305 000",Transformation structurelle,0.10165917873382568,1
2024,213 Conception de systèmes d'organisation-Progiciels 0 230 000,Autre,0.32162153720855713,1
2024,22 Immobilisations Non Produites 2140 00 146-000,Autre,0.1485218107700348,1
2024,"23 Acquisitions, Constructions et Grosses Réparations des immeubles 27 658 977 409331",Transformation structurelle,0.362777978181839,1
2024,231 Bâtiments administratifs à usage de bureau 2 276 314 192 908,Gouvernance,0.33307909965515137,1
2024,232 Bâtiments administratifs à usage de logement (civils et militaires) 0 26423,Développement régional,0.431347131729126,1
2024,"Acquisitions, Constructions et Grosses Réparations du Matériel et",Transformation structurelle,0.40667182207107544,2
2024,241 Mobilier et matériel de logement et de bureau 21 716 057 13 747 584,Développement régional,0.3001300096511841,1
2024,242 Matériel Informatique de bureau .450 000 654 000,Gouvernance,0.25378307700157166,1
2024,244 Matériel et outillage techniques 4 652 687 585 000,Autre,0.09697037190198898,1
2024,Objets de valeur-Collections-œuvre d'art 50000 0,Transformation structurelle,0.19798660278320312,1
